"mokupuni","moku","ahupuaa","biome_unit","polygon_count"
"Hawaiʻi","Hilo","Pāpaʻa","Developed",26
"Hawaiʻi","Hilo","Pāpaʻa","Not Vegetated",5
"Hawaiʻi","Hilo","Pāpaʻa","Wet Forest",1
"Hawaiʻi","Hilo","Pāpaʻa","Wet Grassland",1
"Hawaiʻi","Hilo","Pāpaʻikou","Agriculture",85
"Hawaiʻi","Hilo","Pāpaʻikou","Developed",276
"Hawaiʻi","Hilo","Pāpaʻikou","Mesic Forest",72
"Hawaiʻi","Hilo","Pāpaʻikou","Mesic Grassland",1
"Hawaiʻi","Hilo","Pāpaʻikou","Mesic Shrubland",4
"Hawaiʻi","Hilo","Pāpaʻikou","N/A Forest",2
"Hawaiʻi","Hilo","Pāpaʻikou","Not Vegetated",18
"Hawaiʻi","Hilo","Pāpaʻikou","Wet Forest",1377
"Hawaiʻi","Hilo","Pāpaʻikou","Wet Grassland",96
"Hawaiʻi","Hilo","Pāpaʻikou","Wet Shrubland",627
"Hawaiʻi","Hilo","Umauma","Agriculture",61
"Hawaiʻi","Hilo","Umauma","Developed",54
"Hawaiʻi","Hilo","Umauma","N/A Forest",9
"Hawaiʻi","Hilo","Umauma","Not Vegetated",16
"Hawaiʻi","Hilo","Umauma","Wet Forest",210
"Hawaiʻi","Hilo","Umauma","Wet Grassland",31
"Hawaiʻi","Hilo","Umauma","Wet Shrubland",108
"Hawaiʻi","Hilo","Waikaumalo","Wet Forest",14
"Hawaiʻi","Hilo","Waikaumalo","Wet Shrubland",1
"Hawaiʻi","Hilo","Wailea","Agriculture",11
"Hawaiʻi","Hilo","Wailea","Developed",79
"Hawaiʻi","Hilo","Wailea","Not Vegetated",10
"Hawaiʻi","Hilo","Wailea","Wet Forest",23
"Hawaiʻi","Hilo","Wailea","Wet Grassland",28
"Hawaiʻi","Hilo","Wailea","Wet Shrubland",1
"Hawaiʻi","Hilo","Wailua","Agriculture",16
"Hawaiʻi","Hilo","Wailua","Developed",76
"Hawaiʻi","Hilo","Wailua","Not Vegetated",16
"Hawaiʻi","Hilo","Wailua","Wet Forest",19
"Hawaiʻi","Hilo","Wailua","Wet Grassland",36
"Hawaiʻi","Hilo","Wailua","Wet Shrubland",9
"Hawaiʻi","Hilo","Wainaku","Agriculture",32
"Hawaiʻi","Hilo","Wainaku","Developed",221
"Hawaiʻi","Hilo","Wainaku","N/A Forest",1
"Hawaiʻi","Hilo","Wainaku","Not Vegetated",16
"Hawaiʻi","Hilo","Wainaku","Wet Forest",32
"Hawaiʻi","Hilo","Wainaku","Wet Grassland",35
"Hawaiʻi","Hilo","Wainaku","Wet Shrubland",2
"Hawaiʻi","Hilo","Waipunalei","Agriculture",58
"Hawaiʻi","Hilo","Waipunalei","Developed",44
"Hawaiʻi","Hilo","Waipunalei","Dry Forest",3
"Hawaiʻi","Hilo","Waipunalei","Mesic Forest",9
"Hawaiʻi","Hilo","Waipunalei","Mesic Grassland",2
"Hawaiʻi","Hilo","Waipunalei","N/A Forest",5
"Hawaiʻi","Hilo","Waipunalei","Not Vegetated",5
"Hawaiʻi","Hilo","Waipunalei","Wet Forest",298
"Hawaiʻi","Hilo","Waipunalei","Wet Grassland",76
"Hawaiʻi","Hilo","Waipunalei","Wet Shrubland",45
"Hawaiʻi","Hilo","Waiākea","Agriculture",1344
"Hawaiʻi","Hilo","Waiākea","Developed",9169
"Hawaiʻi","Hilo","Waiākea","Dry Forest",213
"Hawaiʻi","Hilo","Waiākea","Mesic Forest",519
"Hawaiʻi","Hilo","Waiākea","Mesic Grassland",29
"Hawaiʻi","Hilo","Waiākea","Mesic Shrubland",91
"Hawaiʻi","Hilo","Waiākea","N/A Forest",14
"Hawaiʻi","Hilo","Waiākea","Not Vegetated",851
"Hawaiʻi","Hilo","Waiākea","Wet Forest",12979
"Hawaiʻi","Hilo","Waiākea","Wet Grassland",1576
"Hawaiʻi","Hilo","Waiākea","Wet Shrubland",2062
"Hawaiʻi","Hilo","Waiākea","Wetland",10
"Hawaiʻi","Hilo","ʻAlae","Agriculture",15
"Hawaiʻi","Hilo","ʻAlae","Developed",65
"Hawaiʻi","Hilo","ʻAlae","N/A Forest",1
"Hawaiʻi","Hilo","ʻAlae","Not Vegetated",12
"Hawaiʻi","Hilo","ʻAlae","Wet Forest",102
"Hawaiʻi","Hilo","ʻAlae","Wet Grassland",35
"Hawaiʻi","Hilo","ʻAlae","Wet Shrubland",8
"Hawaiʻi","Hilo","ʻOʻōkala","Agriculture",54
"Hawaiʻi","Hilo","ʻOʻōkala","Developed",254
"Hawaiʻi","Hilo","ʻOʻōkala","Dry Forest",9
"Hawaiʻi","Hilo","ʻOʻōkala","Mesic Forest",13
"Hawaiʻi","Hilo","ʻOʻōkala","Mesic Grassland",31
"Hawaiʻi","Hilo","ʻOʻōkala","Not Vegetated",26
"Hawaiʻi","Hilo","ʻOʻōkala","Wet Forest",39
"Hawaiʻi","Hilo","ʻOʻōkala","Wet Grassland",59
"Hawaiʻi","Hilo","ʻOʻōkala","Wet Shrubland",4
"Hawaiʻi","Hāmākua","Alaeakila, Kaapahu","Agriculture",39
"Hawaiʻi","Hāmākua","Alaeakila, Kaapahu","Developed",587
"Hawaiʻi","Hāmākua","Alaeakila, Kaapahu","Dry Forest",7
"Hawaiʻi","Hāmākua","Alaeakila, Kaapahu","Mesic Forest",598
"Hawaiʻi","Hāmākua","Alaeakila, Kaapahu","Mesic Grassland",197
"Hawaiʻi","Hāmākua","Alaeakila, Kaapahu","Mesic Shrubland",2
"Hawaiʻi","Hāmākua","Alaeakila, Kaapahu","N/A Forest",1
"Hawaiʻi","Hāmākua","Alaeakila, Kaapahu","Not Vegetated",32
"Hawaiʻi","Hāmākua","Au 1-2, Āhualoa","Agriculture",1
"Hawaiʻi","Hāmākua","Au 1-2, Āhualoa","Developed",90
"Hawaiʻi","Hāmākua","Au 1-2, Āhualoa","Dry Forest",2
"Hawaiʻi","Hāmākua","Au 1-2, Āhualoa","Mesic Forest",244
"Hawaiʻi","Hāmākua","Au 1-2, Āhualoa","Mesic Grassland",36
"Hawaiʻi","Hāmākua","Au 1-2, Āhualoa","N/A Forest",17
"Hawaiʻi","Hāmākua","Au 1-2, Āhualoa","Not Vegetated",7
"Hawaiʻi","Hāmākua","Haina","Agriculture",19
"Hawaiʻi","Hāmākua","Haina","Developed",148
"Hawaiʻi","Hāmākua","Haina","Dry Forest",2
"Hawaiʻi","Hāmākua","Haina","Mesic Forest",64
"Hawaiʻi","Hāmākua","Haina","Mesic Grassland",38
"Hawaiʻi","Hāmākua","Haina","N/A Forest",1
"Hawaiʻi","Hāmākua","Haina","Not Vegetated",12
"Hawaiʻi","Hāmākua","Hanapai, Niupuka","Developed",21
"Hawaiʻi","Hāmākua","Hanapai, Niupuka","Dry Forest",5
"Hawaiʻi","Hāmākua","Hanapai, Niupuka","Mesic Forest",123
"Hawaiʻi","Hāmākua","Hanapai, Niupuka","Mesic Grassland",40
"Hawaiʻi","Hāmākua","Hanapai, Niupuka","N/A Forest",12
"Hawaiʻi","Hāmākua","Hanapai, Niupuka","Not Vegetated",7
"Hawaiʻi","Hāmākua","Hauola","Agriculture",9
"Hawaiʻi","Hāmākua","Hauola","Developed",123
"Hawaiʻi","Hāmākua","Hauola","Dry Forest",10
"Hawaiʻi","Hāmākua","Hauola","Mesic Forest",103
"Hawaiʻi","Hāmākua","Hauola","Mesic Grassland",22
"Hawaiʻi","Hāmākua","Hauola","Mesic Shrubland",4
"Hawaiʻi","Hāmākua","Hauola","N/A Forest",1
"Hawaiʻi","Hāmākua","Hauola","Not Vegetated",11
"Hawaiʻi","Hāmākua","Honokaia","Agriculture",12
"Hawaiʻi","Hāmākua","Honokaia","Developed",120
"Hawaiʻi","Hāmākua","Honokaia","Dry Forest",2
"Hawaiʻi","Hāmākua","Honokaia","Mesic Forest",173
"Hawaiʻi","Hāmākua","Honokaia","Mesic Grassland",30
"Hawaiʻi","Hāmākua","Honokaia","Mesic Shrubland",2
"Hawaiʻi","Hāmākua","Honokaia","N/A Forest",3
"Hawaiʻi","Hāmākua","Honokaia","Not Vegetated",12
"Hawaiʻi","Hāmākua","Honopue","Developed",2
"Hawaiʻi","Hāmākua","Honopue","Dry Forest",1
"Hawaiʻi","Hāmākua","Honopue","Mesic Forest",54
"Hawaiʻi","Hāmākua","Honopue","Mesic Grassland",4
"Hawaiʻi","Hāmākua","Honopue","Mesic Shrubland",9
"Hawaiʻi","Hāmākua","Honopue","Not Vegetated",9
"Hawaiʻi","Hāmākua","Honopue","Wet Forest",223
"Hawaiʻi","Hāmākua","Honopue","Wet Grassland",9
"Hawaiʻi","Hāmākua","Honopue","Wet Shrubland",39
"Hawaiʻi","Hāmākua","Hōʻea, Manowaikohau","Agriculture",29
"Hawaiʻi","Hāmākua","Hōʻea, Manowaikohau","Developed",31
"Hawaiʻi","Hāmākua","Hōʻea, Manowaikohau","Dry Forest",1
"Hawaiʻi","Hāmākua","Hōʻea, Manowaikohau","Mesic Forest",232
"Hawaiʻi","Hāmākua","Hōʻea, Manowaikohau","Mesic Grassland",54
"Hawaiʻi","Hāmākua","Hōʻea, Manowaikohau","Mesic Shrubland",1
"Hawaiʻi","Hāmākua","Hōʻea, Manowaikohau","N/A Forest",34
"Hawaiʻi","Hāmākua","Hōʻea, Manowaikohau","Not Vegetated",25
"Hawaiʻi","Hāmākua","Hōʻea, Manowaikohau","Wet Forest",481
"Hawaiʻi","Hāmākua","Hōʻea, Manowaikohau","Wet Grassland",78
"Hawaiʻi","Hāmākua","Hōʻea, Manowaikohau","Wet Shrubland",37
"Hawaiʻi","Hāmākua","Kainehe","Agriculture",4
"Hawaiʻi","Hāmākua","Kainehe","Developed",27
"Hawaiʻi","Hāmākua","Kainehe","Mesic Forest",72
"Hawaiʻi","Hāmākua","Kainehe","Mesic Grassland",21
"Hawaiʻi","Hāmākua","Kainehe","N/A Forest",3
"Hawaiʻi","Hāmākua","Kainehe","Not Vegetated",2
"Hawaiʻi","Hāmākua","Kainehe","Wet Forest",72
"Hawaiʻi","Hāmākua","Kainehe","Wet Grassland",10
"Hawaiʻi","Hāmākua","Kainehe","Wet Shrubland",11
"Hawaiʻi","Hāmākua","Kaiwiki","Agriculture",20
"Hawaiʻi","Hāmākua","Kaiwiki","Developed",37
"Hawaiʻi","Hāmākua","Kaiwiki","Dry Forest",1
"Hawaiʻi","Hāmākua","Kaiwiki","Mesic Forest",40
"Hawaiʻi","Hāmākua","Kaiwiki","Mesic Grassland",11
"Hawaiʻi","Hāmākua","Kaiwiki","N/A Forest",23
"Hawaiʻi","Hāmākua","Kaiwiki","Not Vegetated",4
"Hawaiʻi","Hāmākua","Kaiwiki","Wet Forest",247
"Hawaiʻi","Hāmākua","Kaiwiki","Wet Grassland",51
"Hawaiʻi","Hāmākua","Kaiwiki","Wet Shrubland",30
"Hawaiʻi","Hāmākua","Kalakalaula","Developed",19
"Hawaiʻi","Hāmākua","Kalakalaula","Mesic Forest",29
"Hawaiʻi","Hāmākua","Kalakalaula","Mesic Grassland",19
"Hawaiʻi","Hāmākua","Kalakalaula","Mesic Shrubland",1
"Hawaiʻi","Hāmākua","Kalakalaula","N/A Forest",4
"Hawaiʻi","Hāmākua","Kalakalaula","Not Vegetated",13
"Hawaiʻi","Hāmākua","Kalakalaula","Wet Shrubland",7
"Hawaiʻi","Hāmākua","Kalopā","Agriculture",31
"Hawaiʻi","Hāmākua","Kalopā","Developed",469
"Hawaiʻi","Hāmākua","Kalopā","Dry Forest",27
"Hawaiʻi","Hāmākua","Kalopā","Dry Grassland",13
"Hawaiʻi","Hāmākua","Kalopā","Dry Shrubland",98
"Hawaiʻi","Hāmākua","Kalopā","Mesic Forest",242
"Hawaiʻi","Hāmākua","Kalopā","Mesic Grassland",98
"Hawaiʻi","Hāmākua","Kalopā","Mesic Shrubland",2
"Hawaiʻi","Hāmākua","Kalopā","N/A Forest",9
"Hawaiʻi","Hāmākua","Kalopā","Not Vegetated",42
"Hawaiʻi","Hāmākua","Kalopā","Wetland",3
"Hawaiʻi","Hāmākua","Kalua, Pakiloa, ʻŌuhi, Kaao","Agriculture",6
"Hawaiʻi","Hāmākua","Kalua, Pakiloa, ʻŌuhi, Kaao","Developed",412
"Hawaiʻi","Hāmākua","Kalua, Pakiloa, ʻŌuhi, Kaao","Dry Forest",12
"Hawaiʻi","Hāmākua","Kalua, Pakiloa, ʻŌuhi, Kaao","Mesic Forest",205
"Hawaiʻi","Hāmākua","Kalua, Pakiloa, ʻŌuhi, Kaao","Mesic Grassland",85
"Hawaiʻi","Hāmākua","Kalua, Pakiloa, ʻŌuhi, Kaao","Mesic Shrubland",11
"Hawaiʻi","Hāmākua","Kalua, Pakiloa, ʻŌuhi, Kaao","N/A Forest",1
"Hawaiʻi","Hāmākua","Kalua, Pakiloa, ʻŌuhi, Kaao","Not Vegetated",32
"Hawaiʻi","Hāmākua","Kamaui","Developed",64
"Hawaiʻi","Hāmākua","Kamaui","Dry Forest",4
"Hawaiʻi","Hāmākua","Kamaui","Mesic Forest",78
"Hawaiʻi","Hāmākua","Kamaui","Mesic Grassland",19
"Hawaiʻi","Hāmākua","Kamaui","Mesic Shrubland",5
"Hawaiʻi","Hāmākua","Kamaui","N/A Forest",6
"Hawaiʻi","Hāmākua","Kamaui","Not Vegetated",3
"Hawaiʻi","Hāmākua","Kamaui","Wetland",3
"Hawaiʻi","Hāmākua","Kamoauau","Developed",29
"Hawaiʻi","Hāmākua","Kamoauau","Dry Forest",1
"Hawaiʻi","Hāmākua","Kamoauau","Mesic Forest",50
"Hawaiʻi","Hāmākua","Kamoauau","Mesic Grassland",13
"Hawaiʻi","Hāmākua","Kamoauau","Mesic Shrubland",2
"Hawaiʻi","Hāmākua","Kamoauau","N/A Forest",8
"Hawaiʻi","Hāmākua","Kamoauau","Not Vegetated",1
"Hawaiʻi","Hāmākua","Kamoku","Developed",156
"Hawaiʻi","Hāmākua","Kamoku","Dry Forest",12
"Hawaiʻi","Hāmākua","Kamoku","Dry Grassland",2
"Hawaiʻi","Hāmākua","Kamoku","Dry Shrubland",2
"Hawaiʻi","Hāmākua","Kamoku","Mesic Forest",97
"Hawaiʻi","Hāmākua","Kamoku","Mesic Grassland",21
"Hawaiʻi","Hāmākua","Kamoku","N/A Forest",6
"Hawaiʻi","Hāmākua","Kamoku","Not Vegetated",10
"Hawaiʻi","Hāmākua","Kamoku","Wet Shrubland",2
"Hawaiʻi","Hāmākua","Kanahonua","Developed",42
"Hawaiʻi","Hāmākua","Kanahonua","Mesic Forest",75
"Hawaiʻi","Hāmākua","Kanahonua","Mesic Grassland",24
"Hawaiʻi","Hāmākua","Kanahonua","Mesic Shrubland",5
"Hawaiʻi","Hāmākua","Kanahonua","N/A Forest",9
"Hawaiʻi","Hāmākua","Kanahonua","Not Vegetated",5
"Hawaiʻi","Hāmākua","Kanahonua","Wet Shrubland",20
"Hawaiʻi","Hāmākua","Kapoaula","Agriculture",10
"Hawaiʻi","Hāmākua","Kapoaula","Developed",66
"Hawaiʻi","Hāmākua","Kapoaula","Mesic Forest",150
"Hawaiʻi","Hāmākua","Kapoaula","Mesic Grassland",34
"Hawaiʻi","Hāmākua","Kapoaula","N/A Forest",3
"Hawaiʻi","Hāmākua","Kapoaula","Not Vegetated",6
"Hawaiʻi","Hāmākua","Kapulena","Agriculture",1
"Hawaiʻi","Hāmākua","Kapulena","Developed",115
"Hawaiʻi","Hāmākua","Kapulena","Dry Forest",2
"Hawaiʻi","Hāmākua","Kapulena","Mesic Forest",259
"Hawaiʻi","Hāmākua","Kapulena","Mesic Grassland",30
"Hawaiʻi","Hāmākua","Kapulena","N/A Forest",7
"Hawaiʻi","Hāmākua","Kapulena","Not Vegetated",3
"Hawaiʻi","Hāmākua","Kapulena","Wetland",1
"Hawaiʻi","Hāmākua","Kapulena, Haukoʻi, K","Agriculture",8
"Hawaiʻi","Hāmākua","Kapulena, Haukoʻi, K","Developed",69
"Hawaiʻi","Hāmākua","Kapulena, Haukoʻi, K","Dry Forest",1
"Hawaiʻi","Hāmākua","Kapulena, Haukoʻi, K","Mesic Forest",146
"Hawaiʻi","Hāmākua","Kapulena, Haukoʻi, K","Mesic Grassland",36
"Hawaiʻi","Hāmākua","Kapulena, Haukoʻi, K","Not Vegetated",5
"Hawaiʻi","Hāmākua","Kawela","Agriculture",3
"Hawaiʻi","Hāmākua","Kawela","Developed",68
"Hawaiʻi","Hāmākua","Kawela","Dry Forest",3
"Hawaiʻi","Hāmākua","Kawela","Mesic Forest",216
"Hawaiʻi","Hāmākua","Kawela","Mesic Grassland",45
"Hawaiʻi","Hāmākua","Kawela","N/A Forest",11
"Hawaiʻi","Hāmākua","Kawela","Not Vegetated",2
"Hawaiʻi","Hāmākua","Kaʻala","Agriculture",9
"Hawaiʻi","Hāmākua","Kaʻala","Developed",16
"Hawaiʻi","Hāmākua","Kaʻala","Dry Forest",7
"Hawaiʻi","Hāmākua","Kaʻala","Mesic Forest",73
"Hawaiʻi","Hāmākua","Kaʻala","Mesic Grassland",16
"Hawaiʻi","Hāmākua","Kaʻala","N/A Forest",13
"Hawaiʻi","Hāmākua","Kaʻala","Not Vegetated",9
"Hawaiʻi","Hāmākua","Kaʻala","Wet Forest",256
"Hawaiʻi","Hāmākua","Kaʻala","Wet Grassland",49
"Hawaiʻi","Hāmākua","Kaʻala","Wet Shrubland",19
"Hawaiʻi","Hāmākua","Kaʻauhuhu","Agriculture",8
"Hawaiʻi","Hāmākua","Kaʻauhuhu","Developed",29
"Hawaiʻi","Hāmākua","Kaʻauhuhu","Dry Forest",2
"Hawaiʻi","Hāmākua","Kaʻauhuhu","Mesic Forest",79
"Hawaiʻi","Hāmākua","Kaʻauhuhu","Mesic Grassland",10
"Hawaiʻi","Hāmākua","Kaʻauhuhu","N/A Forest",1
"Hawaiʻi","Hāmākua","Kaʻauhuhu","Not Vegetated",1
"Hawaiʻi","Hāmākua","Kaʻohe","Agriculture",10
"Hawaiʻi","Hāmākua","Kaʻohe","Developed",221
"Hawaiʻi","Hāmākua","Kaʻohe","Dry Forest",255
"Hawaiʻi","Hāmākua","Kaʻohe","Dry Grassland",55
"Hawaiʻi","Hāmākua","Kaʻohe","Dry Shrubland",284
"Hawaiʻi","Hāmākua","Kaʻohe","Mesic Forest",1067
"Hawaiʻi","Hāmākua","Kaʻohe","Mesic Grassland",147
"Hawaiʻi","Hāmākua","Kaʻohe","Mesic Shrubland",17
"Hawaiʻi","Hāmākua","Kaʻohe","N/A Forest",25
"Hawaiʻi","Hāmākua","Kaʻohe","Not Vegetated",42
"Hawaiʻi","Hāmākua","Kaʻohe","Wet Shrubland",1
"Hawaiʻi","Hāmākua","Kaʻohe","Wetland",1
"Hawaiʻi","Hāmākua","Kaʻohe Mauka","Developed",2325
"Hawaiʻi","Hāmākua","Kaʻohe Mauka","Dry Forest",4546
"Hawaiʻi","Hāmākua","Kaʻohe Mauka","Dry Grassland",1310
"Hawaiʻi","Hāmākua","Kaʻohe Mauka","Dry Shrubland",7241
"Hawaiʻi","Hāmākua","Kaʻohe Mauka","Mesic Forest",2
"Hawaiʻi","Hāmākua","Kaʻohe Mauka","Mesic Grassland",1
"Hawaiʻi","Hāmākua","Kaʻohe Mauka","Not Vegetated",5178
"Hawaiʻi","Hāmākua","Kaʻohe Mauka","Wetland",1
"Hawaiʻi","Hāmākua","Keaʻā","Developed",56
"Hawaiʻi","Hāmākua","Keaʻā","Dry Forest",2
"Hawaiʻi","Hāmākua","Keaʻā","Mesic Forest",74
"Hawaiʻi","Hāmākua","Keaʻā","Mesic Grassland",23
"Hawaiʻi","Hāmākua","Keaʻā","Mesic Shrubland",8
"Hawaiʻi","Hāmākua","Keaʻā","N/A Forest",11
"Hawaiʻi","Hāmākua","Keaʻā","Not Vegetated",20
"Hawaiʻi","Hāmākua","Keaʻā","Wet Shrubland",12
"Hawaiʻi","Hāmākua","Kemau","Agriculture",3
"Hawaiʻi","Hāmākua","Kemau","Developed",63
"Hawaiʻi","Hāmākua","Kemau","Dry Forest",4
"Hawaiʻi","Hāmākua","Kemau","Mesic Forest",71
"Hawaiʻi","Hāmākua","Kemau","Mesic Grassland",17
"Hawaiʻi","Hāmākua","Kemau","Mesic Shrubland",6
"Hawaiʻi","Hāmākua","Kemau","N/A Forest",3
"Hawaiʻi","Hāmākua","Kemau","Not Vegetated",6
"Hawaiʻi","Hāmākua","Koholālele","Agriculture",32
"Hawaiʻi","Hāmākua","Koholālele","Developed",89
"Hawaiʻi","Hāmākua","Koholālele","Dry Forest",99
"Hawaiʻi","Hāmākua","Koholālele","Dry Grassland",66
"Hawaiʻi","Hāmākua","Koholālele","Dry Shrubland",100
"Hawaiʻi","Hāmākua","Koholālele","Mesic Forest",543
"Hawaiʻi","Hāmākua","Koholālele","Mesic Grassland",131
"Hawaiʻi","Hāmākua","Koholālele","Mesic Shrubland",30
"Hawaiʻi","Hāmākua","Koholālele","N/A Forest",15
"Hawaiʻi","Hāmākua","Koholālele","Not Vegetated",72
"Hawaiʻi","Hāmākua","Koholālele","Wet Forest",137
"Hawaiʻi","Hāmākua","Koholālele","Wet Grassland",15
"Hawaiʻi","Hāmākua","Koholālele","Wet Shrubland",25
"Hawaiʻi","Hāmākua","Koloaha, Kulihaʻi","Agriculture",4
"Hawaiʻi","Hāmākua","Koloaha, Kulihaʻi","Developed",71
"Hawaiʻi","Hāmākua","Koloaha, Kulihaʻi","Dry Forest",4
"Hawaiʻi","Hāmākua","Koloaha, Kulihaʻi","Mesic Forest",145
"Hawaiʻi","Hāmākua","Koloaha, Kulihaʻi","Mesic Grassland",67
"Hawaiʻi","Hāmākua","Koloaha, Kulihaʻi","Mesic Shrubland",6
"Hawaiʻi","Hāmākua","Koloaha, Kulihaʻi","N/A Forest",11
"Hawaiʻi","Hāmākua","Koloaha, Kulihaʻi","Not Vegetated",8
"Hawaiʻi","Hāmākua","Kuilei 1-2","Developed",32
"Hawaiʻi","Hāmākua","Kuilei 1-2","Mesic Forest",80
"Hawaiʻi","Hāmākua","Kuilei 1-2","Mesic Grassland",24
"Hawaiʻi","Hāmākua","Kuilei 1-2","N/A Forest",7
"Hawaiʻi","Hāmākua","Kuilei 1-2","Not Vegetated",9
"Hawaiʻi","Hāmākua","Kukuihaele","Agriculture",7
"Hawaiʻi","Hāmākua","Kukuihaele","Developed",53
"Hawaiʻi","Hāmākua","Kukuihaele","Mesic Forest",105
"Hawaiʻi","Hāmākua","Kukuihaele","Mesic Grassland",61
"Hawaiʻi","Hāmākua","Kukuihaele","Mesic Shrubland",24
"Hawaiʻi","Hāmākua","Kukuihaele","N/A Forest",6
"Hawaiʻi","Hāmākua","Kukuihaele","Not Vegetated",17
"Hawaiʻi","Hāmākua","Kukuihaele","Wet Shrubland",18
"Hawaiʻi","Hāmākua","Kukuihaele","Wetland",1
"Hawaiʻi","Hāmākua","Kūkaʻiau","Agriculture",9
"Hawaiʻi","Hāmākua","Kūkaʻiau","Developed",107
"Hawaiʻi","Hāmākua","Kūkaʻiau","Dry Forest",41
"Hawaiʻi","Hāmākua","Kūkaʻiau","Dry Grassland",21
"Hawaiʻi","Hāmākua","Kūkaʻiau","Dry Shrubland",65
"Hawaiʻi","Hāmākua","Kūkaʻiau","Mesic Forest",248
"Hawaiʻi","Hāmākua","Kūkaʻiau","Mesic Grassland",60
"Hawaiʻi","Hāmākua","Kūkaʻiau","Mesic Shrubland",6
"Hawaiʻi","Hāmākua","Kūkaʻiau","N/A Forest",22
"Hawaiʻi","Hāmākua","Kūkaʻiau","Not Vegetated",51
"Hawaiʻi","Hāmākua","Kūkaʻiau","Wet Forest",315
"Hawaiʻi","Hāmākua","Kūkaʻiau","Wet Grassland",41
"Hawaiʻi","Hāmākua","Kūkaʻiau","Wet Shrubland",40
"Hawaiʻi","Hāmākua","Laupāhoehoe 1","Dry Forest",2
"Hawaiʻi","Hāmākua","Laupāhoehoe 1","Mesic Forest",42
"Hawaiʻi","Hāmākua","Laupāhoehoe 1","Mesic Grassland",2
"Hawaiʻi","Hāmākua","Laupāhoehoe 1","Mesic Shrubland",3
"Hawaiʻi","Hāmākua","Laupāhoehoe 1","Not Vegetated",86
"Hawaiʻi","Hāmākua","Laupāhoehoe 1","Wet Forest",339
"Hawaiʻi","Hāmākua","Laupāhoehoe 1","Wet Grassland",133
"Hawaiʻi","Hāmākua","Laupāhoehoe 1","Wet Shrubland",126
"Hawaiʻi","Hāmākua","Malanahae","Agriculture",14
"Hawaiʻi","Hāmākua","Malanahae","Developed",47
"Hawaiʻi","Hāmākua","Malanahae","Dry Forest",2
"Hawaiʻi","Hāmākua","Malanahae","Mesic Forest",123
"Hawaiʻi","Hāmākua","Malanahae","Mesic Grassland",31
"Hawaiʻi","Hāmākua","Malanahae","N/A Forest",1
"Hawaiʻi","Hāmākua","Malanahae","Not Vegetated",4
"Hawaiʻi","Hāmākua","Manowaialeʻe","Agriculture",15
"Hawaiʻi","Hāmākua","Manowaialeʻe","Developed",13
"Hawaiʻi","Hāmākua","Manowaialeʻe","Mesic Forest",4
"Hawaiʻi","Hāmākua","Manowaialeʻe","Mesic Grassland",2
"Hawaiʻi","Hāmākua","Manowaialeʻe","N/A Forest",5
"Hawaiʻi","Hāmākua","Manowaialeʻe","Not Vegetated",10
"Hawaiʻi","Hāmākua","Manowaialeʻe","Wet Forest",71
"Hawaiʻi","Hāmākua","Manowaialeʻe","Wet Grassland",2
"Hawaiʻi","Hāmākua","Manowaialeʻe","Wet Shrubland",5
"Hawaiʻi","Hāmākua","Moʻoiki","Developed",27
"Hawaiʻi","Hāmākua","Moʻoiki","Mesic Forest",56
"Hawaiʻi","Hāmākua","Moʻoiki","Mesic Grassland",31
"Hawaiʻi","Hāmākua","Moʻoiki","N/A Forest",5
"Hawaiʻi","Hāmākua","Moʻoiki","Not Vegetated",32
"Hawaiʻi","Hāmākua","Moʻoiki","Wet Shrubland",17
"Hawaiʻi","Hāmākua","Mānienie","Developed",47
"Hawaiʻi","Hāmākua","Mānienie","Mesic Forest",138
"Hawaiʻi","Hāmākua","Mānienie","Mesic Grassland",20
"Hawaiʻi","Hāmākua","Mānienie","N/A Forest",10
"Hawaiʻi","Hāmākua","Mānienie","Not Vegetated",1
"Hawaiʻi","Hāmākua","Nakoʻoka, Laupāhoeho","Dry Forest",5
"Hawaiʻi","Hāmākua","Nakoʻoka, Laupāhoeho","Mesic Forest",126
"Hawaiʻi","Hāmākua","Nakoʻoka, Laupāhoeho","Mesic Grassland",15
"Hawaiʻi","Hāmākua","Nakoʻoka, Laupāhoeho","Mesic Shrubland",27
"Hawaiʻi","Hāmākua","Nakoʻoka, Laupāhoeho","Not Vegetated",41
"Hawaiʻi","Hāmākua","Nakoʻoka, Laupāhoeho","Wet Forest",317
"Hawaiʻi","Hāmākua","Nakoʻoka, Laupāhoeho","Wet Grassland",71
"Hawaiʻi","Hāmākua","Nakoʻoka, Laupāhoeho","Wet Shrubland",57
"Hawaiʻi","Hāmākua","Namoku, Papuaʻa","Agriculture",6
"Hawaiʻi","Hāmākua","Namoku, Papuaʻa","Developed",129
"Hawaiʻi","Hāmākua","Namoku, Papuaʻa","Dry Forest",1
"Hawaiʻi","Hāmākua","Namoku, Papuaʻa","Mesic Forest",71
"Hawaiʻi","Hāmākua","Namoku, Papuaʻa","Mesic Grassland",40
"Hawaiʻi","Hāmākua","Namoku, Papuaʻa","N/A Forest",3
"Hawaiʻi","Hāmākua","Namoku, Papuaʻa","Not Vegetated",14
"Hawaiʻi","Hāmākua","Nienie","Agriculture",25
"Hawaiʻi","Hāmākua","Nienie","Developed",595
"Hawaiʻi","Hāmākua","Nienie","Dry Forest",7
"Hawaiʻi","Hāmākua","Nienie","Dry Grassland",3
